geneID	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
FXYD1	2.267105625403027	3.4401374824362096	3.5223964583556353	3.392622919410032	3.8891242684225236	2.0007709526737214	1.1077242397291345	0.24276336493628872	-0.04922080280991485	-0.5433677252961571
FXYD5	3.486339324503174	4.420400127654579	3.369575670209815	4.282905457028084	2.7053271196293602	5.682818117801604	5.8694498089234965	5.804079337761113	5.8581259850782015	5.9266551326601915
FYB	1.6741193571009392	3.1064299484294997	3.1335157007970458	3.753495429363669	0.5956394938266605	6.895754890831596	7.6398067260101215	7.3723769260401415	7.699453015288077	7.873321070533762
FZD10	4.179071606989735	2.977507620131081	3.1392557867724618	3.8088457036208427	3.344861113622784	2.7101653495847486	0.5231756817110736	1.0245425081915203	0.10289809883727424	1.6474867385331315
FZD2	0.5122467267538192	0.4189265264594798	0.6186618863520853	0.5206967026409873	0.8205303377299118	3.34851697921886	4.2900095299321785	3.354089844875221	3.866306463455926	4.064300730755109
FZD4	5.957484266055063	7.814858543119988	8.107323946259765	7.805884316096816	6.235170533756834	3.7539694748335393	5.749795727530762	4.571266680149896	4.215654918552538	5.449718197201578
GAA	3.9151124258404333	5.009498339098354	4.096511348141538	4.956482754933518	5.833318652396626	6.87397892516207	6.318037465496801	7.301732523904349	7.38651138784937	6.821581361586819
GAB3	2.1557093209734433	2.904508282377094	2.9986081609812225	3.927231380790256	3.8573274326160174	4.846946772040673	5.1857228224743155	5.420825214540861	5.694111199961498	5.0861292464803265
GABRG3	3.1120699724925194	1.4517986278540842	0.5551880242618534	2.4890282274428426	2.404361100114307	-1.0653280911495944	-1.1765960431979476	-0.9502425211611837	-1.3518380467940565	-0.6988017823479328
GABRQ	0.27570360864058413	0.7612345873452477	-0.5757975516272626	0.14920188677528903	1.7133841237802683	0.40319624799256437	-2.7465073864575884	-4.44094382692998	-3.1329262353007694	-2.5550111197412515
GADD45G	1.61868714633317	1.6251819440358528	0.8711300398672028	1.0905811767466425	2.1350590425970375	3.6828637443276246	3.4495206166986128	4.330818635027709	4.617838483067724	3.6994520529881183
GALM	2.2136816042299943	3.4736842413269606	3.217393456162373	3.729675291450968	4.013603835718358	5.422756306385549	5.637914280703923	6.230802715726971	6.050694658503058	5.957165957258271
GALNT16	3.641146360467338	5.411807982045649	4.349315244966404	5.746743391525912	5.591721631498606	1.4889657430384315	3.1974343876216147	1.0770154969861687	0.5893140435579574	3.326103738527852
GALNT6	4.5401118931109785	4.402184078611641	3.4294908559916264	3.8103152615490337	5.397918893289859	6.866887645091011	5.683390962165056	5.881443468801	6.2731514269039605	6.117055376663186
GALNTL6	0.4731624626252425	0.7521877552475391	0.4679821537796077	0.18681787954389786	0.4386344600085011	-2.3830492882400134	-3.2486379819548654	-3.2354988996877685	-2.6046259964043	-5.206834950319268
GATA3	5.920240028351862	6.031402203483059	5.550301970480012	5.902703377748658	5.399539691077338	1.316439601858889	1.7631558936103173	2.241626411401606	2.2141084813923753	2.7874644674546434
GATM	6.588081082531144	7.498343339196337	5.292570463497254	7.179218786911459	5.671085443080342	4.843218168914795	2.7590379800290834	2.8757196766290485	3.461315778753959	4.114913482282367
GBGT1	0.44203852744386063	1.600059888289276	1.0483088951482258	1.1183072258509683	0.8629964344182458	3.6310823149305462	4.3352099662909165	3.7592725371929445	3.8813116862466503	4.244469524619209
